peak_amplitude,integral,phase_angle,cycle_number,rise_time,pulse_width,type
-27.240359327222176,-26.04076807336095,-25.393150105624613,133.0373391026792,-27.17127433516536,-27.19178726130616,neg
-74.97756408529347,4.809351334328326,-73.226029471243,293.60665414051135,-75.10923265835048,-75.10317925995294,neg
-42.751814278878335,-42.65062648294323,-41.44582141080132,212.2056036474783,-42.69995736871639,-42.65738410613913,neg
-61.068190993465116,-31.27672747739514,-57.79394781047358,272.2405423655148,-61.10579585277516,-60.99588023140596,neg
-52.40188610558522,-79.310588087738,-50.02827649204084,286.43116018995505,-52.352827689989226,-52.337581814601826,neg
-60.466528628779464,42.00255446063922,-59.37653697014932,198.82573405052352,-60.558646349162544,-60.42657656307136,neg
-61.40589940565205,-52.33215757299516,-59.58360813549871,295.8955442624794,-61.341984892348385,-61.23189425598523,neg
-82.2610747596892,47.59398385692863,-80.74462159173763,279.2025754130792,-81.83188658027179,-81.95897633830945,neg
-69.9752243398453,-45.43315953662742,-67.83153085030578,323.1928407039491,-69.98348441831367,-69.96944155885718,neg
-81.64868187354703,9.195434019480945,-78.78745773002431,312.08138324386834,-81.29581320631378,-79.54486445346444,neg
-48.94271433867626,-46.218380417413734,-48.019563500531056,240.68291609300044,-48.835835019113084,-48.666422817266316,neg
-58.66031662166018,-52.24133807650907,-57.081816014588554,285.2843698165193,-58.69113773480207,-58.60976136895932,neg
-12.227703650499347,-12.028025904695104,-11.966578568309417,60.59540389054506,-12.148597923791343,-12.224497843249843,neg
-59.998945847899826,-10.528840949672745,-51.893764491922006,234.01754374007578,-57.456755697813435,-54.13923675276782,neg
-60.82808036927392,-52.50406702486806,-57.73081230965315,292.4326872722659,-60.81029646094006,-60.55943110753075,neg
-71.61429996900509,16.672972379847494,-70.02343554559458,265.93371941223523,-70.73217322048824,-70.23678305699485,neg
-15.07412401882366,-14.63956233186078,-14.666261159360817,74.47049894240494,-15.02535359572025,-15.065197836639426,neg
-66.72564449651901,-69.35019676663434,-64.88662785107904,334.293641899938,-66.70516965293781,-66.62600313276793,neg
-74.17085758417713,119.42080276920836,-68.82077294137422,172.38240106192035,-74.4528128394503,-74.35876046612692,neg
-67.29245950322787,-53.15461832299099,-66.00489459692109,320.9523977190087,-67.27677281009404,-67.22365248577476,neg
-42.75117867977567,-42.277025378870775,-41.640531433312674,212.00654095764577,-42.62318303118281,-42.714622434503916,neg
-70.81898269408518,-46.28297640927474,-68.22173595348092,326.68022602421394,-70.77182042932317,-70.58471053804986,neg
-19.739857074495795,-18.06642739004946,-18.925320189817622,96.08303503982897,-19.632416544441956,-19.719013841024136,neg
-55.53116063655554,-49.4653145933341,-52.26179892026174,264.3085179694905,-52.91760599776935,-54.13263782156976,neg
-58.79587403561435,-42.98491114295546,-56.86862139499611,273.92559513544245,-57.548032687466154,-57.72815587441023,neg
-60.57891802149688,42.60831553016334,-59.402826911985265,198.58333012747835,-60.67489247250902,-60.53500825165061,neg
-53.262193376459905,-49.53589761922621,-51.90745815467195,259.91328994380336,-52.85478531961231,-52.35295547383311,neg
-60.78141686741748,-48.10608846250313,-58.40533849775246,288.74302725001303,-60.77022920411643,-60.67995421822338,neg
-80.63981552194059,39.90871689745328,-79.00637968830736,280.181900619219,-80.13779195217825,-80.30663035424617,neg
-39.40524126503701,-37.943429999052476,-38.74208982862275,194.84540099983232,-39.378639208075604,-39.37600069904439,neg
-78.80170028753454,-13.734259196298346,-77.4640290626599,326.1235608344975,-78.6374831353051,-77.48608915269959,neg
-80.92307139406333,36.03561725012287,-74.45623245508686,281.74780026372815,-81.25523170924467,-81.14888195545603,neg
-54.43514361191772,-73.37135077953532,-52.29686262944952,285.07232289028633,-52.75030429022546,-52.218661579158095,neg
-33.62039641385528,-32.99102276057197,-32.35111845250606,166.10677328779224,-33.58226381559345,-33.56197184526551,neg
-68.41845719774659,-46.945321802894355,-66.95900504246478,319.072391291626,-68.40862912331315,-68.34097812520717,neg
-41.135835057820096,-39.79138475310797,-38.27553222898439,200.91165578114808,-40.66763234396931,-41.041271397266364,neg
-59.7981091783525,-47.69274353172527,-58.70629027670923,285.710543357281,-59.789773716864524,-59.72362665362932,neg
-66.00445391677164,-32.80677637089114,-64.19698350878694,294.739414806818,-66.02407179760637,-65.70712921276181,neg
-54.414293611674275,-50.502046967390434,-53.21360915567931,265.70455332831386,-54.01721558059804,-53.55738801297193,neg
-73.9610127769271,5.026639001411011,-71.30357507171009,286.6185427633819,-73.99572538405647,-72.38486853209925,neg
-61.59846478964568,-60.59386165386321,-60.20746883524722,305.2111623620439,-61.49549859291439,-61.31586849037353,neg
-44.584142235725565,-43.032320617681705,-42.641989257811645,218.9584537905354,-44.4525951423927,-44.24740653692384,neg
-69.35362031664303,-0.3399661417118076,-67.0118591155103,275.5498599510694,-69.45479929766799,-69.38961507953628,neg
-77.13278600351015,22.922009698894737,-75.32782728653575,284.0831335647615,-77.27926315937317,-77.26526681423724,neg
-58.84732411973276,-54.10804912372167,-56.1684966232396,286.39744704333646,-58.749211079541354,-58.524366097101236,neg
-61.538915488742205,-35.77366208911292,-58.35542141049106,274.74549001861544,-60.26044389500391,-58.81704713526533,neg
-56.05494545832016,-59.30147599974086,-54.905213354520654,282.3401759750893,-56.07235392118381,-56.00618724132379,neg
-40.071385079518386,-38.720113430182636,-37.98610391613939,196.6552068379482,-39.96398417124017,-39.913620240867616,neg
-58.21775287906811,-61.599727690441775,-55.4658804273433,291.02728276901144,-58.04184741614289,-57.702074356015174,neg
-73.2253263034178,-51.26030568599324,-71.69181549912209,341.70239144666493,-73.0948895062,-72.43005445193181,neg
-35.24018648388854,-29.87831601817685,-30.75549779467473,166.1675805521748,-35.1646262472247,-35.12895400820995,neg
-59.59201813980576,34.40892556136764,-57.285862594407185,201.9529109591169,-59.78329066533145,-59.700665120940265,neg
-29.28255141107996,-26.782473962823214,-27.356659027026996,141.7473875714629,-29.10420614618009,-29.22149702435274,neg
-62.92025165595356,-43.74109297799897,-61.80071094430563,294.2731260137098,-62.92604785347766,-62.88502258197404,neg
-19.402389083010103,-19.60593714355482,-18.015985415136583,95.4816881683252,-19.059421602917507,-19.39795492370621,neg
-81.1590555600024,42.622383388462225,-79.06414707069928,280.20295828692593,-81.30728649946349,-81.29485254522294,neg
-49.86962678196138,-78.25187514616874,-44.29570176691109,271.9047026941706,-49.773185119360164,-49.71431387976933,neg
-59.85334612365368,5.936658627939029,-57.019681654009894,229.72180801676626,-59.999704076413394,-58.785734790628354,neg
-67.79003961111837,240.35314274187505,-65.06260672578773,27.01304992051792,-67.88205923690293,-66.63148708858374,neg
-7.030486372493986,233.0477873588732,-13.18789464482625,-198.59906530900653,-6.98649076512121,-7.243850267425196,neg
-55.94795495015722,-47.579206241349475,-54.50903158767541,268.4784155426311,-55.500616184413985,-54.94160657903503,neg
-57.64511329794521,-43.64767748688551,-55.27950620920647,271.6182407441026,-57.622681210025206,-57.42326254003996,neg
-57.32502352708372,-50.67723724247735,-55.08678014255132,274.21159396780075,-55.69105421287164,-55.43149884281658,neg
-61.51168575533646,-55.21602560415863,-59.917603972567875,299.4267627813099,-61.456881053529855,-61.32456639571724,neg
-34.40476130811856,-31.361919622982562,-30.495476095331323,164.86906388814938,-34.3356776676708,-34.27122919404603,neg
-57.96457082046934,75.86769546906781,-54.773568638630834,152.0757880485183,-57.76176187847741,-57.44358218000848,neg
-64.31991681567933,-72.23400378448827,-62.8131439140124,327.8016520106942,-64.28031916863253,-64.15426832788157,neg
-6.887254421588921,271.5489769090829,-10.019541861630668,-241.17940964773686,-6.724090484669796,-6.738680493456732,neg
-76.45621921947767,47.32110626973345,-73.32277770566299,253.42770810913515,-76.29193011065688,-74.67788734307123,neg
-75.11513434858817,20.273141745501317,-72.76131698351026,277.83759520672453,-75.18720332512184,-75.04708229500565,neg
-73.31418639337247,-25.874456245919017,-71.45575588970883,315.49064643663104,-73.11363104185926,-71.73261686577155,neg
-65.38276020970889,-42.58215179577891,-63.025966803218104,301.54116364108074,-65.3349173653177,-65.21536746705699,neg
-75.46240438579765,-25.660333582501448,-73.29840034462205,324.3296937160774,-75.41118685603408,-74.49736854712212,neg
-57.35913955672748,-54.711858119475146,-55.40295938687526,281.3608487440595,-57.03094988563457,-56.855941795347,neg
-54.67393372392441,-43.69882691750443,-52.757270074562385,258.81545565171035,-54.183117054830554,-53.502307880888715,neg
-50.4683740703911,-62.436802868434505,-48.83487364797409,262.56465289089294,-50.48675893019568,-50.337843373897755,neg
-7.123721688877032,-235.58844959948536,-0.4307663625799391,256.79478271196643,-7.079162201607871,-6.5726828594163615,neg
-47.21081324984335,-69.02067604470643,-44.16973704837191,254.51423794321923,-47.10909098052763,-47.00392061976991,neg
-55.53940210916194,-49.65182872862983,-54.574778064485514,269.8928073352685,-55.24348710015072,-54.88331133284062,neg
-47.793579792690366,-79.42804733361241,-44.84958762725873,268.33980113198055,-48.15707321679237,-48.111513161626675,neg
-69.39449702250252,-57.434085215922266,-67.12353455379235,331.1550995076272,-69.05432544241705,-68.14865727299305,neg
-60.84868882329454,-3.383211915004771,-58.11785697258011,243.92163311684268,-60.905227567469474,-60.66664783849383,neg
-73.30537525804273,192.98810765540168,-67.38945398412751,94.96605850124156,-73.67775266971438,-73.5815842447586,neg
-108.49757932998067,186.70657571619785,-107.58408777892205,246.6870670614833,-108.66183639831966,-108.65013927045884,neg
-34.675521206565,-33.382808667692196,-34.02737328967666,171.31936249311198,-34.587602745763604,-34.64605658341451,neg
-74.06448420866953,0.918337298974342,-72.36195984593753,292.3128228798827,-73.19224571591978,-73.61247040833044,neg
-76.59603519063737,60.790199076405685,-74.14642642755369,243.4338241232728,-76.76330369451613,-76.71825788697122,neg
-62.722310234816305,-47.12219758394598,-60.09103436190236,294.2048502850901,-62.38884581481718,-61.880462289608246,neg
-49.173315680018916,-70.9228477450625,-47.91433172858617,266.3464824240783,-49.20009541306328,-49.135891857347566,neg
-79.84619521755009,136.67258750866694,-77.06669475155351,177.9287353550627,-78.97965534221737,-78.7087775524088,neg
-64.25716079270337,-44.17220169452192,-62.40033729465332,299.2529377601657,-64.2489487243367,-64.1742892539504,neg
-74.26468374595515,74.6133510106789,-71.26473272446971,216.2932058029239,-72.92418068129905,-72.45295966187881,neg
-67.00952457298484,-31.96480487558594,-65.42958610975369,296.75975415492144,-66.90193372812668,-65.45390486847047,neg
-56.23303975836194,-54.83342012928942,-54.1058999521944,277.292614317228,-56.23384030228497,-55.886414175097336,neg
-84.80139574165756,170.20173957743964,-82.66191621236584,166.3667264769905,-84.5404685814329,-84.564685518974,neg
-63.39067515684273,-38.929409538946885,-61.5633846346143,288.940544139594,-62.86908749987314,-62.187987309317116,neg
-17.396190847653568,-15.275501979719309,-16.125756308344073,83.50907079490239,-17.33099412959751,-17.380627529587922,neg
-64.890611038273,-39.26893563678373,-63.00281759709938,296.86188864991755,-64.8939503678236,-64.80557400993762,neg
-62.86296994602872,-34.892218683061195,-60.7164429538167,284.0949668078843,-62.85468908919811,-62.768646135779406,neg
-44.02065961055632,-44.02972425900403,-43.261093626526886,219.23054079426535,-43.93294364019087,-43.98611965798723,neg
-66.97020182533029,-48.86250289393158,-65.55843999700944,315.16043300639683,-66.93540644962805,-66.83388184049738,neg
-38.18327693146181,-36.331808804420575,-37.1465312438502,187.94803401094126,-38.12016597944703,-38.16625105176172,neg
-67.63994087321886,-44.83983005974061,-65.0269845558717,312.0905454050603,-67.67483784567138,-66.90895207055782,neg
-68.74242981427436,250.16010307959144,-65.17838784159584,20.118138698217248,-68.67152971700389,-67.68589440493429,neg
-15.110667487833462,-13.847722930007897,-14.368445018744001,73.49454411863046,-15.069458243373187,-15.098250438671915,neg
-61.45399258198961,-60.01610158547405,-60.1233306511866,304.3158927632684,-61.414122075519636,-61.308345869098524,neg
-81.38652297361726,161.0022488909306,-79.61254218373439,162.39390325750068,-81.32676070885451,-81.07032628222514,neg
-46.43246375690106,-44.99583200883258,-43.990276389042286,227.8839969966083,-46.265281248410275,-46.20014359342201,neg
-55.37893386255246,-45.484910259648146,-52.91849467815925,262.55014681417794,-54.749529778643115,-54.018278235175,neg
-23.309516530233115,-21.785248556478724,-22.57384951439536,114.23787175208703,-23.285681149096067,-23.283576001883773,neg
-58.439493941771666,27.73097275419262,-56.28547115677287,204.16742902810833,-58.62271234570825,-58.55072433804815,neg
-78.8106716558246,106.80650259404807,-77.08766986038418,206.44004648125173,-78.55454581134761,-78.79366174774344,neg
-65.43274927169092,-64.20332934502038,-62.6176274067849,322.3020837224848,-65.41383878310077,-64.6345389158881,neg
-17.404080138461264,-15.529367655257735,-16.372836194119543,84.050654724061,-17.36179258981275,-17.382578146409717,neg
-71.49457677145783,-40.71531966968091,-68.85496209029698,322.8280879585183,-71.28343414597252,-70.47979528111011,neg
-58.68581438629592,-20.00766467009078,-53.32750278518484,243.54667493568667,-56.937987949307704,-54.58770514480729,neg
-61.793210403473324,-38.83991137786526,-60.47739195710675,284.7021304333578,-61.8177062707838,-61.77391042412838,neg
-46.571433638606486,-58.7436819746435,-45.73686848784153,244.10765955700606,-46.56353532894508,-46.49214012696958,neg
-59.771517013741054,-39.936864577779765,-57.4304566408245,274.0330707811696,-58.96712653319539,-57.92710601562894,neg
-56.04646431028311,-54.72447181050174,-54.01208887669383,276.552993199118,-56.07715361766299,-55.69281458397635,neg
-88.75665001401458,204.26042445032897,-85.45844648351127,148.02116647016965,-89.10012761071043,-88.9663668122624,neg
-60.53235432404605,-32.85122278215004,-56.02938728896792,265.6008252630163,-59.01870809032415,-57.16915277752822,neg
-40.30086596455008,-32.2903694684696,-37.605435847520866,190.6308316044407,-40.159352755189055,-40.27480756871112,neg
-23.985017334389937,-23.193839499754265,-23.269080922548138,118.30620869744591,-23.88126961596401,-23.977001324789537,neg
-60.56337659247712,-47.28809131766182,-58.14586699741326,286.8792929044133,-60.536140553336935,-60.345817443524325,neg
-55.337204665130635,-79.4108948593348,-51.95187868908198,297.1006310949502,-55.28449088305074,-55.11616199835236,neg
-75.22922404399777,-25.892652887848868,-73.63360631489022,324.34931155931463,-75.19219293652336,-74.40163537605471,neg
-61.08659544667902,-58.31597449367607,-58.46259240109734,300.0314847626219,-61.123373911455076,-61.04294850971473,neg
-75.300137619227,26.892012600099985,-73.87262170671363,272.14346396932314,-74.8412582966558,-75.02145894682674,neg
-68.79022119302645,-50.84594306973678,-67.30736751083377,323.6462963142838,-68.63472085262568,-68.06804368806105,neg
-62.75071674647738,-26.30246400686595,-57.12901317849919,265.2942532834101,-60.7658370170604,-58.34622233450712,neg
-64.09907342541597,-59.917470570990986,-60.79336190796605,312.88786585405205,-64.08448443849481,-63.99347551118417,neg
-59.36929095204925,-32.78983250496968,-57.416670698488296,268.4225929396901,-59.44405889142674,-59.402739892756216,neg
-70.1076564251205,-15.24269428394821,-69.08539057149986,293.69984914019705,-69.58388850782212,-69.68021935180616,neg
-72.7881230114104,-43.583899849897506,-69.8881691530943,330.9400806434624,-72.65217149885288,-72.02771713020736,neg
-69.23997256937064,-10.1887865256207,-67.30093592316516,284.0761582168573,-69.2982629077215,-68.04820029097961,neg
-40.210872580216915,-35.52391379514613,-38.62927739468515,194.6148753236883,-40.112358399224036,-40.13845315441609,neg
-24.016798910338782,-23.020161472497477,-22.672210352101214,117.63815992604566,-23.934151420863685,-23.99483777024447,neg
-96.14412502165392,84.84581834327152,-94.98953293485344,298.8998853043446,-96.32546321749628,-96.28658247361199,neg
-66.40805020661281,-0.7985849846245644,-63.65984466469955,263.8370414462681,-66.52497477615768,-66.44558681417357,neg
-64.01937710277801,13.384847435922397,-60.783139165444965,236.49701421170158,-62.272069437007694,-62.80727594239322,neg
-53.87964686548798,-59.57266087054947,-51.18662884124446,268.37403191512203,-51.79265818035571,-51.942437157484385,neg
-79.16309500878872,26.69073084612766,-76.94541239415854,287.7116981786337,-79.2276914112501,-79.06623021056375,neg
-76.50597337227957,-7.13615801733054,-75.09985880974419,310.4374230556706,-76.43536738017751,-75.26006547613866,neg
-72.36048175055613,167.14964386845514,-67.58075659186694,118.09858818383401,-72.69094080328581,-72.61605290658015,neg
-50.39885578872564,241.35475090752578,-49.835672183477705,-40.730673368810315,-50.24660981865304,-50.14293974785925,neg
-77.56587409397437,63.532714503613754,-76.57240744390997,245.24931060093846,-77.44176499124761,-77.20197857542017,neg
-41.5369982613057,-39.795717700167714,-40.73630636533548,204.87531006073607,-41.32347968257782,-41.48280805134945,neg
-24.95494067078356,-24.462627577329382,-23.926756100074964,123.0016785229693,-24.70600055734657,-24.951353617434847,neg
-66.20429864181327,-8.038831520716139,-64.48791798986001,268.7474519796011,-65.17099614363927,-64.8454076835725,neg
-64.55946090286122,-7.6353561065914315,-61.60423086480792,263.03242913288807,-64.65241188236293,-64.58096937626475,neg
-51.53475130310022,-41.89068430303483,-49.65074858988563,244.1762568763413,-50.958705061463206,-50.14136761885749,neg
-72.30583018177897,-49.301099674708915,-66.42550325229965,332.30687787946846,-72.2130475511072,-72.06139721957383,neg
-50.249559696236396,-71.18273954026098,-47.64968637982965,269.56980455454476,-50.2770365358765,-50.2107824023412,neg
-13.535278186684002,-129.82644138898533,-12.796027706362096,183.3540080384725,-13.615438168265971,-13.580822588174945,neg
-50.21948628741827,-37.65654976781364,-45.72203977743248,232.81697662532267,-49.546475033932,-49.67242575872631,neg
-68.3236846273091,-43.02164653266286,-64.12094803266884,310.84318416807383,-67.98248221320166,-67.394422762231,neg
-29.11232365800763,-189.7126098874972,-27.77973913054129,304.48783961595944,-29.18075270612562,-28.702414233787874,neg
-76.19408426239436,-36.38295820843981,-70.97035931748084,336.014384536858,-76.25390812978888,-76.21307461875404,neg
-46.460947521303915,-59.61573405013392,-45.64881671525783,244.53105421057845,-46.44103405461326,-46.36452186926959,neg
-28.616099668390223,-28.410187623920123,-28.100614389100098,142.31482254082673,-28.5882486960599,-28.599672163356317,neg
-86.66755748878084,129.92599873999686,-85.38334980049211,215.16723944813933,-86.60308143396281,-86.43924946490047,neg
-81.10210380423392,15.290682991984529,-78.76845682325515,306.5456687127299,-81.18777691650969,-80.7780141607158,neg
-68.65299515583429,-57.28755302025055,-67.14209211359457,328.4042779267711,-68.0997427483558,-67.22189488873573,neg
-68.8955076484613,85.71175189142886,-64.9270029228212,186.3830328357305,-69.16613809153465,-69.10613606434221,neg
-74.83593761618987,-22.941801117139207,-73.42888802801302,319.9156932534333,-74.74764550871295,-73.9614209833784,neg
-39.882364050882884,-46.77447910377311,-38.13175107578805,204.12459924364828,-39.468903181901005,-39.86710183130318,neg
-62.65788250404198,-58.508726534962726,-61.3903831517833,307.80457915407163,-62.64960261923396,-62.59798434404956,neg
-54.7317993467746,-50.9295869801073,-53.58345456122172,267.4297605857401,-54.3218183367778,-53.863101360858515,neg
-63.21601273797274,-53.754389932071135,-61.417058413943934,304.5889838339561,-63.16012375949283,-63.04139899047539,neg
-82.65150257308292,5.05394836695757,-76.332129702064,319.036750710504,-82.67606594786422,-82.4310008544503,neg
-65.3009656813919,-46.43409849117096,-59.338296623820135,297.3899387084471,-64.11780727893263,-62.19877063313163,neg
-64.55346319696487,-47.82690008567956,-61.826461397213535,303.3001109444072,-64.55794120448101,-64.53534506006807,neg
-61.60470810714885,-48.34687298831269,-59.938635923988265,292.98080861441485,-61.58989050765844,-61.50070108730662,neg
-87.77940692115773,65.40560502202358,-86.6701076093165,284.5253242532947,-87.69240000019599,-87.78901474464769,neg
-74.31901744842335,-20.65988443844538,-72.68510668009539,314.76919663782746,-73.39528914161497,-73.70989892924825,neg
-37.90209320350079,214.92764791200472,-36.28773005757238,-65.5157170265325,-37.683911536332026,-37.53819608806698,neg
-56.2176545548383,176.02857544325602,-55.604411300776505,48.31736300553326,-56.28357719169061,-56.24029540148392,neg
