peak_amplitude,integral,phase_angle,cycle_number,rise_time,pulse_width,new_feature,new_feature2,type
-27.240359327222176,-26.04076807336095,-25.393150105624613,133.0373391026792,-27.17127433516536,-27.19178726130616,1.1416030596434954,-49.11816093800244,0
-74.97756408529347,4.809351334328326,-73.226029471243,293.6066541405113,-75.10923265835048,-75.10317925995294,-0.8581165784946401,-138.18862589027177,0
-42.751814278878335,-42.65062648294323,-41.44582141080132,212.2056036474783,-42.69995736871639,-42.65738410613913,1.1416219861227173,-125.56865532245106,0
-61.06819099346512,-31.27672747739514,-57.79394781047358,272.2405423655148,-61.10579585277516,-60.99588023140596,-0.8578169827739052,-130.11784935714627,0
-52.40188610558522,-79.310588087738,-50.02827649204084,286.43116018995505,-52.352827689989226,-52.33758181460183,1.1403016363138752,-144.29578332362237,0
-60.46652862877946,42.00255446063922,-59.37653697014932,198.82573405052352,-60.558646349162544,-60.42657656307136,-0.8576618276501011,-117.54881124412199,0
-61.40589940565205,-52.33215757299516,-59.58360813549871,295.8955442624794,-61.34198489234839,-61.23189425598523,-0.8580141788900282,-148.1925067760256,0
-82.2610747596892,47.59398385692863,-80.74462159173763,279.2025754130792,-81.83188658027179,-81.95897633830945,-0.8582354722090131,-129.07298005416501,0
-69.9752243398453,-45.43315953662742,-67.83153085030578,323.1928407039491,-69.98348441831367,-69.96944155885718,-0.8581075390396358,-184.66239402833767,0
-81.64868187354703,9.195434019480944,-78.78745773002431,312.08138324386834,-81.29581320631378,-79.54486445346444,-0.858235847360453,-154.07748555182607,0
-48.94271433867626,-46.21838041741373,-48.019563500531056,240.68291609300044,-48.83583501911309,-48.66642281726632,1.1416159199429585,-126.22266913243625,0
-58.66031662166018,-52.24133807650907,-57.08181601458856,285.2843698165193,-58.69113773480207,-58.60976136895932,-0.8571910572414785,-139.36870555868333,0
-12.227703650499349,-12.028025904695104,-11.966578568309416,60.59540389054506,-12.148597923791344,-12.224497843249845,1.1415925020167663,270.20536757522746,0
-59.99894584789983,-10.528840949672745,-51.893764491922006,234.01754374007575,-57.45675569781344,-54.13923675276782,-0.6172803310078245,-126.03946700771844,0
-60.82808036927392,-52.50406702486806,-57.73081230965315,292.4326872722659,-60.81029646094006,-60.55943110753075,-0.8581455569395608,-144.05043689085898,0
-71.61429996900509,16.672972379847494,-70.02343554559458,265.93371941223523,-70.73217322048824,-70.23678305699485,-0.8582285860260428,-127.41159610243473,0
-15.07412401882366,-14.63956233186078,-14.666261159360817,74.47049894240494,-15.02535359572025,-15.065197836639426,1.1415931028376372,181.19608523224852,0
-66.72564449651901,-69.35019676663434,-64.88662785107904,334.293641899938,-66.70516965293781,-66.62600313276793,-0.8581148446337932,-220.2224184734694,0
-74.17085758417713,119.42080276920836,-68.82077294137422,172.38240106192035,-74.4528128394503,-74.35876046612692,-0.8580845437229531,-61.208410674260406,0
-67.29245950322787,-53.15461832299099,-66.00489459692109,320.9523977190087,-67.27677281009404,-67.22365248577476,-0.8581014374125732,-184.52858340680834,0
-42.75117867977567,-42.277025378870775,-41.640531433312674,212.00654095764577,-42.62318303118281,-42.71462243450392,1.1416251922431362,-125.56173533171699,0
-70.81898269408518,-46.28297640927474,-68.22173595348092,326.68022602421394,-70.77182042932317,-70.58471053804986,-0.8582371184296056,-191.2368817521757,0
-19.739857074495795,-18.06642739004946,-18.925320189817626,96.08303503982896,-19.63241654444196,-19.719013841024136,1.1415988268575925,71.84045964503508,0
-55.53116063655554,-49.4653145933341,-52.26179892026174,264.3085179694905,-52.91760599776935,-54.13263782156976,0.5535403333287273,-129.20034357091885,0
-58.79587403561435,-42.98491114295546,-56.86862139499611,273.92559513544245,-57.54803268746616,-57.72815587441023,-0.8502617467200991,-132.22606431349118,0
-60.57891802149688,42.60831553016334,-59.40282691198527,198.58333012747835,-60.67489247250902,-60.53500825165061,-0.8576898567109271,-117.31663794502931,0
-53.26219337645991,-49.53589761922621,-51.90745815467195,259.91328994380336,-52.85478531961231,-52.35295547383311,1.1341765485437152,-128.35407616038225,0
-60.78141686741748,-48.10608846250313,-58.40533849775246,288.74302725001303,-60.77022920411643,-60.67995421822338,-0.8578363910596892,-140.82617028847824,0
-80.63981552194059,39.90871689745328,-79.00637968830736,280.181900619219,-80.13779195217825,-80.30663035424617,-0.8582254301003898,-129.68504798767847,0
-39.40524126503701,-37.94342999905248,-38.74208982862275,194.84540099983232,-39.3786392080756,-39.37600069904439,1.1416210531795157,-122.48848809976363,0
-78.80170028753454,-13.734259196298346,-77.4640290626599,326.1235608344975,-78.6374831353051,-77.48608915269959,-0.8583548781005939,-182.02437768735584,0
-80.92307139406333,36.03561725012287,-74.45623245508686,281.7478002637281,-81.25523170924467,-81.14888195545603,-0.8581434846319762,-128.98785765310996,0
-54.43514361191772,-73.37135077953532,-52.29686262944952,285.0723228902864,-52.75030429022546,-52.218661579158095,1.0241858640272357,-143.05120328374352,0
-33.62039641385528,-32.99102276057197,-32.35111845250606,166.10677328779224,-33.58226381559345,-33.56197184526551,1.1416095299575821,-104.28877690422732,0
-68.41845719774659,-46.94532180289436,-66.95900504246478,319.072391291626,-68.40862912331315,-68.34097812520717,-0.8581294638347275,-178.72136218688848,0
-41.135835057820096,-39.79138475310797,-38.27553222898439,200.91165578114808,-40.66763234396931,-41.04127139726637,1.141563748410126,-123.67379557078816,0
-59.7981091783525,-47.69274353172527,-58.70629027670923,285.710543357281,-59.78977371686453,-59.72362665362932,-0.8576140553557579,-139.33787320072963,0
-66.00445391677164,-32.80677637089114,-64.19698350878694,294.739414806818,-66.02407179760637,-65.70712921276181,-0.8582488664124941,-143.80236299719314,0
-54.41429361167428,-50.502046967390434,-53.21360915567931,265.70455332831386,-54.01721558059804,-53.55738801297193,1.102040364646283,-129.92691039883312,0
-73.9610127769271,5.026639001411011,-71.30357507171009,286.6185427633819,-73.99572538405647,-72.38486853209925,-0.85816433492807,-133.96200827789835,0
-61.59846478964568,-60.59386165386321,-60.20746883524722,305.2111623620439,-61.49549859291439,-61.31586849037353,-0.8581749468850771,-161.38613465490064,0
-44.584142235725565,-43.032320617681705,-42.641989257811645,218.9584537905354,-44.4525951423927,-44.24740653692384,1.1415803530324429,-125.92517147274702,0
-69.35362031664303,-0.3399661417118076,-67.0118591155103,275.5498599510694,-69.45479929766799,-69.38961507953628,-0.8580807024727274,-129.8014359876223,0
-77.13278600351015,22.922009698894737,-75.32782728653575,284.0831335647615,-77.27926315937317,-77.26526681423724,-0.8581371187848067,-131.74919620945204,0
-58.84732411973276,-54.10804912372167,-56.1684966232396,286.39744704333646,-58.74921107954136,-58.52436609710124,-0.8581578883776649,-139.85446684371848,0
-61.538915488742205,-35.77366208911292,-58.35542141049106,274.74549001861544,-60.26044389500391,-58.81704713526533,-0.8461302355286897,-131.75362740933423,0
-56.05494545832016,-59.30147599974086,-54.905213354520654,282.3401759750893,-56.07235392118381,-56.00618724132379,-0.8514286654128147,-138.58740830448826,0
-40.07138507951839,-38.72011343018264,-37.98610391613939,196.6552068379482,-39.96398417124017,-39.913620240867616,1.141613950075623,-122.70353465640953,0
-58.21775287906811,-61.599727690441775,-55.4658804273433,291.02728276901144,-58.04184741614289,-57.70207435601517,-0.8583710289215178,-144.7786432741201,0
-73.2253263034178,-51.26030568599324,-71.69181549912209,341.70239144666493,-73.0948895062,-72.43005445193181,-0.8583678797388624,-232.51574508217865,0
-35.24018648388854,-29.87831601817685,-30.75549779467473,166.1675805521748,-35.1646262472247,-35.12895400820995,1.141608084573996,-100.957526164885,0
-59.59201813980576,34.40892556136764,-57.28586259440719,201.9529109591169,-59.78329066533145,-59.700665120940265,-0.8569148984076631,-119.40380536865615,0
-29.28255141107996,-26.78247396282321,-27.356659027027,141.7473875714629,-29.10420614618009,-29.22149702435274,1.141608995422026,-67.52257913689539,0
-62.92025165595356,-43.74109297799897,-61.80071094430563,294.2731260137098,-62.92604785347766,-62.88502258197404,-0.8579010926953121,-145.60591346965847,0
-19.402389083010103,-19.60593714355482,-18.015985415136583,95.4816881683252,-19.059421602917507,-19.39795492370621,1.1416038313805255,75.17686861568437,0
-81.1590555600024,42.62238338846223,-79.06414707069928,280.20295828692593,-81.30728649946349,-81.29485254522294,-0.8581665090831903,-129.35398733079074,0
-49.86962678196138,-78.25187514616874,-44.29570176691109,271.9047026941706,-49.77318511936016,-49.71431387976933,1.1415738677308913,-133.4036452432218,0
-59.85334612365368,5.936658627939029,-57.01968165400989,229.72180801676623,-59.999704076413394,-58.785734790628354,-0.8558096484568273,-125.92280251023033,0
-67.79003961111837,240.35314274187505,-65.06260672578773,27.01304992051792,-67.88205923690293,-66.63148708858374,-0.8581209067447092,1180.2354541819761,0
-7.030486372493986,233.0477873588732,-13.18789464482625,-198.59906530900653,-6.98649076512121,-7.243850267425196,1.1416041543482844,7765.378537757927,0
-55.94795495015722,-47.57920624134948,-54.50903158767541,268.4784155426311,-55.50061618441399,-54.94160657903503,-0.8202749950081577,-130.5734601354463,0
-57.64511329794521,-43.64767748688551,-55.27950620920647,271.6182407441026,-57.622681210025206,-57.42326254003996,-0.8576270649936274,-131.00473331713576,0
-57.32502352708372,-50.67723724247735,-55.08678014255132,274.21159396780075,-55.69105421287164,-55.43149884281658,-0.7694677332304256,-133.06621447264655,0
-61.51168575533646,-55.21602560415863,-59.91760397256788,299.4267627813099,-61.456881053529855,-61.32456639571724,-0.858045876278259,-152.70483921939913,0
-34.40476130811856,-31.36191962298256,-30.495476095331323,164.86906388814938,-34.3356776676708,-34.27122919404603,1.141602513272774,-100.35680806720596,0
-57.96457082046934,75.86769546906781,-54.773568638630834,152.0757880485183,-57.76176187847741,-57.44358218000848,-0.8583688833397732,-45.70382358731339,0
-64.31991681567933,-72.23400378448827,-62.8131439140124,327.8016520106942,-64.28031916863253,-64.15426832788157,-0.8581199662529461,-206.34503931147492,0
-6.887254421588921,271.5489769090829,-10.019541861630668,-241.1794096477369,-6.724090484669796,-6.738680493456732,1.1415782066569582,10673.572679524268,0
-76.45621921947767,47.32110626973345,-73.32277770566299,253.42770810913515,-76.29193011065688,-74.67788734307123,-0.8582054450387043,-125.78281730908525,0
-75.11513434858817,20.27314174550132,-72.76131698351026,277.83759520672453,-75.18720332512184,-75.04708229500565,-0.8581988946175322,-129.59819176963845,0
-73.31418639337247,-25.874456245919017,-71.45575588970883,315.49064643663104,-73.11363104185926,-71.73261686577155,-0.8582138200494476,-167.02995452141806,0
-65.38276020970889,-42.58215179577891,-63.0259668032181,301.54116364108074,-65.3349173653177,-65.21536746705699,-0.8581423927325156,-151.676129345198,0
-75.46240438579765,-25.660333582501448,-73.29840034462205,324.3296937160774,-75.41118685603408,-74.49736854712212,-0.8583631227801297,-180.8257795751235,0
-57.35913955672748,-54.711858119475146,-55.40295938687526,281.3608487440595,-57.03094988563457,-56.855941795347,-0.8580206914763027,-137.0563792405486,0
-54.67393372392441,-43.69882691750443,-52.75727007456239,258.81545565171035,-54.18311705483056,-53.50230788088872,0.9975855055106294,-127.81033745741628,0
-50.4683740703911,-62.436802868434505,-48.83487364797409,262.56465289089294,-50.48675893019568,-50.33784337389776,1.1414494870205592,-129.64197594903973,0
-7.123721688877032,-235.58844959948536,-0.4307663625799391,256.79478271196643,-7.079162201607871,-6.5726828594163615,1.1415246067656042,-169.3804386835362,0
-47.21081324984335,-69.02067604470643,-44.16973704837191,254.51423794321923,-47.10909098052763,-47.00392061976991,1.1416235914007191,-128.045469575214,0
-55.53940210916194,-49.65182872862983,-54.57477806448552,269.8928073352685,-55.24348710015072,-54.88331133284062,-0.845795548764932,-131.3256048510415,0
-47.793579792690366,-79.42804733361241,-44.84958762725873,268.3398011319805,-48.15707321679237,-48.11151316162668,1.1409253701682043,-132.77196990889155,0
-69.39449702250252,-57.434085215922266,-67.12353455379235,331.1550995076272,-69.05432544241705,-68.14865727299305,-0.8582900514988993,-206.99165657505293,0
-60.84868882329454,-3.383211915004771,-58.11785697258011,243.92163311684268,-60.905227567469474,-60.66664783849383,-0.8580039785208868,-126.07027578927308,0
-73.30537525804273,192.98810765540168,-67.38945398412751,94.96605850124156,-73.67775266971438,-73.5815842447586,-0.858023456734315,357.75656678683754,0
-108.49757932998068,186.70657571619785,-107.58408777892204,246.6870670614833,-108.66183639831966,-108.65013927045884,-0.8582394568428338,-105.9598825028747,0
-34.675521206565,-33.3828086676922,-34.02737328967666,171.31936249311198,-34.587602745763604,-34.64605658341451,1.1416179659884003,-109.53282363726632,0
-74.06448420866953,0.918337298974342,-72.36195984593753,292.3128228798827,-73.19224571591978,-73.61247040833044,-0.8580826977298037,-138.0615912231226,0
-76.59603519063737,60.790199076405685,-74.14642642755369,243.4338241232728,-76.76330369451613,-76.71825788697122,-0.8581380824873354,-125.09350110898204,0
-62.72231023481631,-47.12219758394598,-60.09103436190236,294.2048502850901,-62.38884581481718,-61.880462289608246,-0.8583091971441857,-145.25392716640073,0
-49.17331568001892,-70.9228477450625,-47.91433172858617,266.3464824240783,-49.20009541306328,-49.135891857347566,1.1414741939239865,-131.66918918590306,0
-79.84619521755009,136.67258750866694,-77.06669475155351,177.9287353550627,-78.97965534221737,-78.7087775524088,-0.8583121300788101,-66.52463730482324,0
-64.25716079270337,-44.17220169452192,-62.40033729465332,299.2529377601657,-64.2489487243367,-64.1742892539504,-0.8580328044829103,-149.9603761190622,0
-74.26468374595515,74.6133510106789,-71.26473272446971,216.2932058029239,-72.92418068129905,-72.45295966187881,-0.8580522065540146,-120.15274750467077,0
-67.00952457298484,-31.96480487558594,-65.42958610975369,296.75975415492144,-66.90193372812668,-65.45390486847047,-0.857766587656668,-146.0032323899338,0
-56.23303975836194,-54.83342012928942,-54.1058999521944,277.292614317228,-56.23384030228497,-55.886414175097336,-0.8571331424448306,-134.60962629630637,0
-84.80139574165756,170.20173957743964,-82.66191621236584,166.3667264769905,-84.5404685814329,-84.564685518974,-0.8582482188667983,-21.43342404846058,0
-63.39067515684273,-38.929409538946885,-61.5633846346143,288.940544139594,-62.86908749987314,-62.18798730931712,-0.8579817920253059,-140.36333018870621,0
-17.396190847653568,-15.275501979719309,-16.125756308344073,83.50907079490239,-17.33099412959751,-17.380627529587922,1.1415952661214752,135.34235189437962,0
-64.890611038273,-39.26893563678373,-63.00281759709938,296.86188864991755,-64.8939503678236,-64.80557400993762,-0.8580598320029335,-146.65347172692756,0
-62.86296994602872,-34.892218683061195,-60.7164429538167,284.0949668078843,-62.85468908919811,-62.768646135779406,-0.8579852752519384,-136.16658044569894,0
-44.02065961055632,-44.02972425900403,-43.261093626526886,219.23054079426532,-43.93294364019087,-43.98611965798723,1.1416221606618413,-125.9687266986725,0
-66.97020182533029,-48.86250289393158,-65.55843999700944,315.16043300639683,-66.93540644962805,-66.83388184049738,-0.8581461234796688,-172.7723292636006,0
-38.18327693146181,-36.331808804420575,-37.1465312438502,187.94803401094129,-38.12016597944703,-38.16625105176172,1.141623282802363,-119.8035042326332,0
-67.63994087321886,-44.83983005974061,-65.0269845558717,312.0905454050603,-67.67483784567138,-66.90895207055782,-0.8583333851403976,-165.53127303646815,0
-68.74242981427436,250.16010307959144,-65.17838784159584,20.118138698217248,-68.67152971700389,-67.68589440493429,-0.8582954952912895,1328.7302089859336,0
-15.110667487833462,-13.847722930007896,-14.368445018744,73.49454411863046,-15.069458243373187,-15.098250438671917,1.1415924529262031,189.32386125645266,0
-61.45399258198961,-60.01610158547405,-60.1233306511866,304.3158927632684,-61.41412207551964,-61.30834586909853,-0.8579753561243404,-160.03586206342513,0
-81.38652297361726,161.0022488909306,-79.61254218373439,162.39390325750068,-81.32676070885451,-81.07032628222514,-0.8582821718254446,-19.19317722719803,0
-46.43246375690106,-44.99583200883258,-43.990276389042286,227.8839969966083,-46.26528124841028,-46.20014359342201,1.1416233962148261,-126.0864133615847,0
-55.37893386255246,-45.48491025964815,-52.91849467815925,262.55014681417794,-54.74952977864312,-54.018278235175,-0.040149725705103015,-128.57795623604989,0
-23.309516530233115,-21.785248556478724,-22.57384951439536,114.23787175208705,-23.285681149096067,-23.283576001883773,1.1415981854060049,1.5722276633872534,0
-58.43949394177167,27.73097275419262,-56.28547115677287,204.16742902810836,-58.62271234570825,-58.55072433804815,-0.8561360992939737,-120.95719851257286,0
-78.8106716558246,106.80650259404808,-77.08766986038418,206.44004648125173,-78.55454581134761,-78.79366174774344,-0.8581542089433821,-109.83612780059136,0
-65.43274927169092,-64.20332934502038,-62.6176274067849,322.3020837224848,-65.41383878310077,-64.6345389158881,-0.8583089567992237,-189.1057494114916,0
-17.404080138461264,-15.529367655257737,-16.372836194119543,84.050654724061,-17.36179258981275,-17.382578146409717,1.1415936168717198,131.30079793142744,0
-71.49457677145783,-40.71531966968091,-68.85496209029698,322.8280879585183,-71.28343414597252,-70.47979528111011,-0.8583633266099745,-182.24632684979355,0
-58.68581438629592,-20.00766467009078,-53.32750278518484,243.54667493568667,-56.9379879493077,-54.58770514480729,-0.6746758295068245,-126.08144808240495,0
-61.79321040347333,-38.83991137786526,-60.47739195710675,284.7021304333578,-61.8177062707838,-61.77391042412838,-0.8577808763246625,-137.39671269268624,0
-46.571433638606486,-58.7436819746435,-45.73686848784153,244.1076595570061,-46.56353532894508,-46.49214012696958,1.1416026586238053,-126.61128248945032,0
-59.771517013741054,-39.936864577779765,-57.4304566408245,274.0330707811696,-58.96712653319539,-57.92710601562894,-0.8505008094080562,-131.91921663412785,0
-56.04646431028311,-54.72447181050174,-54.01208887669383,276.552993199118,-56.07715361766299,-55.69281458397635,-0.8562337672594124,-134.25528246086694,0
-88.75665001401458,204.26042445032897,-85.45844648351127,148.02116647016965,-89.10012761071043,-88.9663668122624,-0.8581920489575124,71.1195296866496,0
-60.53235432404605,-32.85122278215004,-56.02938728896792,265.6008252630163,-59.01870809032415,-57.16915277752822,-0.8235444604160395,-128.4796385388456,0
-40.30086596455008,-32.2903694684696,-37.60543584752087,190.6308316044407,-40.159352755189055,-40.27480756871112,1.1416264069261424,-120.06136288392139,0
-23.985017334389937,-23.193839499754265,-23.269080922548135,118.30620869744592,-23.88126961596401,-23.977001324789537,1.1416048748484184,-11.824546883944102,0
-60.56337659247712,-47.28809131766182,-58.14586699741326,286.8792929044133,-60.536140553336935,-60.345817443524325,-0.8580531749505123,-139.3526894916979,0
-55.33720466513064,-79.4108948593348,-51.95187868908198,297.1006310949502,-55.28449088305074,-55.11616199835236,-0.8481778356502885,-154.08413739178621,0
-75.22922404399777,-25.892652887848868,-73.63360631489022,324.34931155931463,-75.19219293652336,-74.40163537605471,-0.8583628003358497,-181.7548200105221,0
-61.08659544667902,-58.31597449367607,-58.46259240109734,300.0314847626219,-61.12337391145508,-61.04294850971473,-0.857755250474179,-153.02410162144244,0
-75.300137619227,26.892012600099985,-73.87262170671363,272.14346396932314,-74.8412582966558,-75.02145894682674,-0.8581890265607279,-128.2009591124804,0
-68.79022119302645,-50.84594306973678,-67.30736751083377,323.6462963142838,-68.63472085262568,-68.06804368806105,-0.8583696301400747,-189.0543328637265,0
-62.75071674647738,-26.30246400686595,-57.12901317849919,265.2942532834101,-60.7658370170604,-58.34622233450712,-0.8259234808495982,-128.04365182423325,0
-64.09907342541597,-59.917470570990986,-60.79336190796605,312.88786585405205,-64.08448443849481,-63.99347551118417,-0.8580525392193762,-169.90443708505921,0
-59.36929095204925,-32.78983250496968,-57.416670698488296,268.4225929396901,-59.44405889142674,-59.402739892756216,-0.8571240589711896,-129.38084025736285,0
-70.1076564251205,-15.24269428394821,-69.08539057149986,293.69984914019705,-69.58388850782212,-69.68021935180616,-0.8581919468762583,-141.2325574097905,0
-72.7881230114104,-43.58389984989751,-69.8881691530943,330.9400806434624,-72.65217149885288,-72.02771713020736,-0.8583664348615108,-199.0651359005883,0
-69.23997256937064,-10.1887865256207,-67.30093592316516,284.0761582168573,-69.2982629077215,-68.04820029097961,-0.8581881649230332,-134.11878679490766,0
-40.21087258021692,-35.52391379514613,-38.62927739468515,194.6148753236883,-40.11235839922404,-40.13845315441609,1.1416239881806898,-122.06468197070888,0
-24.016798910338785,-23.02016147249748,-22.672210352101214,117.63815992604566,-23.934151420863685,-23.99483777024447,1.1416025606700275,-8.083340409034825,0
-96.14412502165392,84.84581834327152,-94.98953293485344,298.8998853043446,-96.32546321749628,-96.286582473612,-0.8582217536684025,-134.271167662056,0
-66.40805020661281,-0.7985849846245644,-63.65984466469955,263.8370414462681,-66.52497477615768,-66.44558681417357,-0.858002707151046,-127.2157484974199,0
-64.01937710277801,13.384847435922396,-60.783139165444965,236.4970142117016,-62.272069437007694,-62.80727594239322,-0.8555161773779569,-125.98119982652942,0
-53.87964686548798,-59.57266087054947,-51.18662884124446,268.37403191512203,-51.79265818035571,-51.94243715748439,1.0709473551162354,-131.3613620056552,0
-79.16309500878872,26.69073084612766,-76.94541239415854,287.7116981786337,-79.2276914112501,-79.06623021056375,-0.8582269844124563,-132.9428327384871,0
-76.50597337227957,-7.13615801733054,-75.09985880974419,310.4374230556706,-76.43536738017751,-75.26006547613866,-0.8583410001886068,-156.2954788115787,0
-72.36048175055613,167.14964386845514,-67.58075659186694,118.098588183834,-72.69094080328581,-72.61605290658015,-0.8580145013365862,165.6376269808499,0
-50.39885578872564,241.35475090752576,-49.835672183477705,-40.73067336881032,-50.24660981865304,-50.14293974785925,1.1416198234380925,2417.1520534107417,0
-77.56587409397437,63.53271450361376,-76.57240744390997,245.2493106009385,-77.44176499124761,-77.20197857542017,-0.8582872801457244,-125.03822507926826,0
-41.5369982613057,-39.795717700167714,-40.73630636533548,204.87531006073607,-41.32347968257782,-41.48280805134945,1.1416213252979577,-124.73833672031208,0
-24.95494067078356,-24.462627577329386,-23.926756100074964,123.0016785229693,-24.70600055734657,-24.951353617434847,1.14160956044689,-25.176567327582518,0
-66.20429864181327,-8.038831520716139,-64.48791798986001,268.7474519796011,-65.17099614363927,-64.8454076835725,-0.8578438537839648,-128.63206333580456,0
-64.55946090286122,-7.635356106591431,-61.60423086480792,263.03242913288807,-64.65241188236293,-64.58096937626475,-0.8579379877522243,-127.21872039427763,0
-51.53475130310022,-41.89068430303483,-49.65074858988563,244.1762568763413,-50.958705061463206,-50.14136761885749,1.134646287622481,-126.28204570881582,0
-72.30583018177897,-49.30109967470892,-66.42550325229965,332.30687787946846,-72.2130475511072,-72.06139721957383,-0.8582418779430943,-198.41776350590604,0
-50.2495596962364,-71.18273954026098,-47.64968637982965,269.5698045545448,-50.2770365358765,-50.2107824023412,1.1413376161827775,-132.55598013570489,0
-13.535278186684002,-129.82644138898533,-12.796027706362096,183.3540080384725,-13.615438168265973,-13.580822588174945,1.1415907180148204,-124.31141660016281,0
-50.21948628741827,-37.65654976781364,-45.72203977743248,232.81697662532267,-49.546475033932,-49.67242575872631,1.1406600839305954,-126.07585603582662,0
-68.3236846273091,-43.02164653266286,-64.12094803266884,310.84318416807383,-67.98248221320166,-67.394422762231,-0.8583625355679506,-161.6198375314448,0
-29.11232365800763,-189.7126098874972,-27.77973913054129,304.48783961595944,-29.18075270612562,-28.702414233787877,1.1415205094411944,-219.0481778823261,0
-76.19408426239436,-36.38295820843981,-70.97035931748084,336.014384536858,-76.25390812978888,-76.21307461875404,-0.8581693368306335,-202.4697948594618,0
-46.46094752130392,-59.61573405013392,-45.64881671525783,244.53105421057845,-46.44103405461326,-46.36452186926959,1.1416087844654697,-126.66498411944592,0
-28.616099668390223,-28.410187623920123,-28.100614389100095,142.31482254082673,-28.5882486960599,-28.59967216335632,1.1416062604175592,-71.2613436637001,0
-86.66755748878084,129.92599873999686,-85.38334980049211,215.16723944813933,-86.60308143396281,-86.43924946490047,-0.8582667646142369,-109.2311082424993,0
-81.10210380423392,15.290682991984529,-78.76845682325515,306.5456687127299,-81.18777691650969,-80.7780141607158,-0.8582895781015824,-147.04524496760087,0
-68.65299515583429,-57.28755302025055,-67.14209211359457,328.4042779267711,-68.0997427483558,-67.22189488873573,-0.8581807613843672,-202.32710498847504,0
-68.8955076484613,85.71175189142886,-64.9270029228212,186.3830328357305,-69.16613809153465,-69.10613606434221,-0.857946214569477,-96.9609602642274,0
-74.83593761618987,-22.941801117139207,-73.42888802801302,319.9156932534333,-74.74764550871295,-73.9614209833784,-0.8583672540522802,-173.46937100934514,0
-39.88236405088288,-46.77447910377311,-38.13175107578805,204.12459924364828,-39.468903181901005,-39.86710183130318,1.1415832850173953,-124.67228758131604,0
-62.65788250404198,-58.508726534962726,-61.3903831517833,307.80457915407163,-62.64960261923396,-62.59798434404956,-0.8579188257007,-164.4444299235376,0
-54.7317993467746,-50.9295869801073,-53.58345456122172,267.4297605857401,-54.3218183367778,-53.86310136085852,1.0149699518766773,-130.5242034050224,0
-63.21601273797274,-53.754389932071135,-61.417058413943934,304.5889838339561,-63.16012375949283,-63.04139899047539,-0.8580956078198495,-158.32719197935464,0
-82.65150257308292,5.05394836695757,-76.332129702064,319.036750710504,-82.67606594786422,-82.4310008544503,-0.8582658550818993,-158.84992668779614,0
-65.3009656813919,-46.43409849117096,-59.338296623820135,297.3899387084471,-64.11780727893263,-62.19877063313163,-0.8525706895244318,-146.27774364637938,0
-64.55346319696487,-47.82690008567956,-61.826461397213535,303.3001109444072,-64.55794120448101,-64.53534506006807,-0.8579686770303675,-154.35036917413893,0
-61.60470810714885,-48.34687298831269,-59.938635923988265,292.98080861441485,-61.58989050765844,-61.50070108730662,-0.8579176606102183,-144.83142384284238,0
-87.77940692115773,65.40560502202358,-86.6701076093165,284.5253242532947,-87.69240000019599,-87.78901474464769,-0.8582119515507348,-129.7484884437564,0
-74.31901744842335,-20.65988443844538,-72.68510668009539,314.76919663782746,-73.39528914161497,-73.70989892924825,-0.8581306584601398,-164.84976734649737,0
-37.90209320350079,214.92764791200472,-36.28773005757238,-65.5157170265325,-37.683911536332026,-37.53819608806698,1.1415702974814517,2908.2588180618827,0
-56.2176545548383,176.02857544325602,-55.604411300776505,48.31736300553326,-56.28357719169061,-56.24029540148392,-0.850877531853386,706.3172665407444,0
